,source,author,title,description,url,urlToImage,publishedAt,content
39,"{'id': 'business-insider', 'name': 'Business Insider'}",tmohamed@businessinsider.com (Theron Mohamed),'Rich Dad Poor Dad' author Robert Kiyosaki says a historic market crash is looming - and touts crypto as the best defense,"The personal-finance guru, who dismissed bitcoin as worthless in May, said it was vital for investors to get into crypto before the crash.",https://markets.businessinsider.com/news/stocks/rich-poor-dad-kiyosaki-stock-market-crash-dollar-crypto-bitcoin-2022-9,https://i.insider.com/5e2b32d662fa813e064000cb?width=1200&format=jpeg,2022-09-13T07:33:43Z,"Investors are barreling towards a catastrophic market collapse, and should buy cryptocurrencies before they usurp the US dollar and transform the entire financial system, Robert Kiyosaki told his fol… [+1736 chars]"
40,"{'id': 'business-insider', 'name': 'Business Insider'}",insider@insider.com (Ryan Austin),Altcoins are the alternative digital currencies to bitcoin — here's what they are and how they work,"Altcoins, or alternative coins, are any cryptocurrencies not bitcoin. Learn how altcoins emerged and evolved into a driving force in crypto markets.",https://www.businessinsider.com/personal-finance/what-is-altcoin,https://i.insider.com/6112cbf27ab071001878ec71?width=1200&format=jpeg,2022-09-20T21:08:35Z,"Insider's experts choose the best products and services to help make smart decisions with your money (heres how). In some cases, we receive a commission from our our partners, however, our opinions a… [+17380 chars]"
41,"{'id': 'business-insider', 'name': 'Business Insider'}",gkay@insider.com (Grace Kay),Dogecoin creator claims Mark Cuban is running a crypto 'grift:' He seems to have 'drunk the Kool-Aid',"""Sounds like the same thing that has been said about every new technology I've been involved in,"" Mark Cuban told Insider.",https://www.businessinsider.com/dogecoin-creator-mark-cuban-running-crypto-grift-2022-9,https://i.insider.com/631b55450a329a0011e3a50b?width=1200&format=jpeg,2022-09-09T15:38:26Z,"Dogecoin Co-Creator Jackson Palmer had some harsh words for crypto enthusiasts like Mark Cuban.
In an interview with Insider, Palmer said Cuban seems to have ""drunk the Kool-Aid"" when it comes to cr… [+3475 chars]"
42,"{'id': 'business-insider', 'name': 'Business Insider'}",insider@insider.com (Carla Mozée),Sam Bankman-Fried says his bailouts of sputtering crypto firms were snap judgments and the results have been mixed,FTX's Sam Bankman-Fried told Bloomberg the goal in spearheading crypto bailout deals was to backstop companies rather than make a fortune.,https://markets.businessinsider.com/news/currencies/sam-bankman-fried-crypto-bitcoin-bailouts-ftx-voyager-digital-blockfi-2022-8,https://i.insider.com/6132030b9ef1e50018f9a1ba?width=1200&format=jpeg,2022-08-31T16:58:15Z,"Billionaire Sam Bankman-Fried has stepped up this year to throw financial lifelines to struggling cryptocurrency firms and the results have been ""mixed,"" he told Bloomberg. 
The ongoing ""crypto wint… [+2210 chars]"
43,"{'id': 'business-insider', 'name': 'Business Insider'}",insider@insider.com (Carla Mozée),Bitcoin jumps more than 10% as risk appetite ramps up on a pullback in the US dollar from 20-year highs,"Bitcoin bounced above $21,000 for the first time in two weeks, helping the broader crypto market recapture a valuation of more than $1 trillion.",https://markets.businessinsider.com/news/currencies/bitcoin-price-today-cryptocurrencies-stocks-us-dollar-crypto-markets-ethereum-2022-9,https://i.insider.com/62faacfff16a0d0018e69ae1?width=1200&format=jpeg,2022-09-09T19:07:59Z,"Bitcoin leapt to a two-week high Friday as a drop in the strong US dollar helped fuel a jump in stocks and other risk assets. 
Bitcoin gained as much as 13% to $21,375.38, the first time the price h… [+2116 chars]"
44,"{'id': 'business-insider', 'name': 'Business Insider'}",prosen@insider.com (Phil Rosen),"Crypto parties are still raging in the bear market. Here's what it's like at Mainnet, where tickets cost $2,100 and attendees network on yachts.","Insider's Phil Rosen was on the ground at Mainnet in New York this week, where the party was still raging through the depths of crypto winter.",https://markets.businessinsider.com/news/currencies/messari-mainnet-yacht-parties-and-2100-tickets-2022-bear-market-2022-9,https://i.insider.com/632de2c9329bac00182efe5e?width=1200&format=jpeg,2022-09-24T12:15:00Z,"The Messari Mainnet crypto conference in New York drew about 2,000 attendees in person this week, with bullishness still running high and conference-goers ready to party even as bitcoin and ether, th… [+4771 chars]"
45,"{'id': 'the-verge', 'name': 'The Verge'}",Tom Warren,Nvidia to announce next-gen GPU architecture in September amid RTX 4090 rumors,"Nvidia is getting ready to announce its next-gen GPU architecture. Codenamed Lovelace, it’s expected to lay the foundations for the RTX 40-series GPUs.",https://www.theverge.com/2022/8/25/23321307/nvidia-next-gen-gpu-architecture-rtx-40-series-gtc-2022,https://cdn.vox-cdn.com/thumbor/veMh_fTCaXM9jyzunIzLKndS8UQ=/0x146:2040x1214/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/16303089/DSC00697.jpg,2022-08-25T08:51:20Z,"RTX 40-series cards could be on the way soon
If you buy something from a Verge link, Vox Media may earn a commission. See our ethics statement.
Photo by Sam Byford / The Verge
Nvidia is getting re… [+2278 chars]"
46,"{'id': 'reuters', 'name': 'Reuters'}",,Binance to convert users' USDC into its own stablecoin - Reuters,"Binance, the world's largest crypto exchange, said on Monday it is introducing ""BUSD Auto-Conversion,"" which will be used to convert any existing user balances and new deposits of USD Coin (USDC), Pax Dollar (USDP) and True USD (TUSD) into its own stablecoin.",https://www.reuters.com/technology/binance-convert-users-usdc-into-its-own-stablecoin-2022-09-05/,https://www.reuters.com/resizer/KPy-CbHD2qgsS6eQyJaTQhTkz08=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/O2I777GS45LQBIKLNQIJSSQDCI.jpg,2022-09-05T21:54:00Z,"Sept 5 (Reuters) - Binance, the world's largest crypto exchange, said on Monday it is introducing ""BUSD Auto-Conversion,"" which will be used to convert any existing user balances and new deposits of … [+918 chars]"
47,"{'id': 'reuters', 'name': 'Reuters'}",,Tether wants Roche Freedman off case over founder's alleged conflict - Reuters,Tether wants Roche Freedman removed from a case against the cryptocurrency company after allegations that one of the law firm's founders abused investor lawsuits to aid a corporate client.,https://www.reuters.com/legal/government/tether-wants-roche-freedman-off-case-over-founders-alleged-conflict-2022-09-01/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=109,2022-09-01T18:52:00Z,"<ul><li>
Summary</li><li>
Companies</li><li>
Law firms</li><li>
Related documents</li></ul>
(Reuters) - Tether wants Roche Freedman removed from a case against the cryptocurrency company after a… [+2796 chars]"
48,"{'id': 'business-insider', 'name': 'Business Insider'}",ztayeb@businessinsider.com (Zahra Tayeb),"Anthony Scaramucci says bear markets 'suck,' and Skybridge only took Sam-Bankman Fried's deal because of its 'mediocre' performance","Sam Bankman-Fried's acquisition of SkyBridge Capital means ""people don't think you're going out of business,"" Scaramucci said.",https://www.businessinsider.com/scaramucci-says-bear-markets-suck-sbf-deal-mediocre-performance-2022-9,https://i.insider.com/61a107831ca5280018116047?width=1200&format=jpeg,2022-09-13T11:35:03Z,"Hedge fund manager Anthony Scaramucci lamented bear markets, saying they ""suck"" because of how much they've hurt his business. 
Scaramucci told the Financial Times Monday that his company, SkyBridge… [+2159 chars]"
49,"{'id': 'business-insider', 'name': 'Business Insider'}",ztayeb@businessinsider.com (Zahra Tayeb),"Anthony Scaramucci says bear markets 'suck,' and Skybridge only took Sam-Bankman Fried's deal because of its 'mediocre' performance","Sam Bankman-Fried's acquisition of SkyBridge Capital means ""people don't think you're going out of business,"" Scaramucci said.",https://markets.businessinsider.com/news/currencies/scaramucci-says-bear-markets-suck-sbf-deal-mediocre-performance-2022-9,https://i.insider.com/61a107831ca5280018116047?width=1200&format=jpeg,2022-09-13T11:35:03Z,"Hedge fund manager Anthony Scaramucci lamented bear markets, saying they ""suck"" because of how much they've hurt his business. 
Scaramucci told the Financial Times his company, SkyBridge Capital has… [+2164 chars]"
50,"{'id': 'reuters', 'name': 'Reuters'}",,Thai lender SCBX scraps $500 mln acquisition of crypto exchange Bitkub - Reuters,"Thailand's oldest lender, SCBX Pcl <a href=""https://www.reuters.com/companies/SCB.BK"" target=""_blank"">(SCB.BK)</a> said on Thursday it was pulling out of a $500 million deal to buy crypto exchange Bitkub, saying the startup needed time to fix regulatory issue…",https://www.reuters.com/markets/deals/thai-lender-scbx-scraps-500-mln-acquisition-crypto-exchange-bitkub-2022-08-25/,https://www.reuters.com/resizer/xTN_w6bEGIrdArCCNImqU8X1WnY=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/VEMNAX3DIBMGZGCA5HIDFVEFVM.jpg,2022-08-25T07:12:00Z,"BANGKOK, Aug 25 (Reuters) - Thailand's oldest lender, SCBX Pcl (SCB.BK) said on Thursday it was pulling out of a $500 million deal to buy crypto exchange Bitkub, saying the startup needed time to fix… [+1218 chars]"
51,"{'id': 'reuters', 'name': 'Reuters'}",,Cboe says Robinhood and Virtu among potential equity partners in crypto exchange - Reuters,"Cboe Global Markets Inc <a href=""https://www.reuters.com/companies/CBOE.Z"" target=""_blank"">(CBOE.Z)</a> on Thursday said it is in discussions with several market participants, including retail brokers and market makers, about taking strategic stakes in its re…",https://www.reuters.com/markets/us/cboe-says-robinhood-virtu-among-potential-equity-partners-crypto-exchange-2022-08-25/,https://www.reuters.com/resizer/J31baCTB_IftW3k-DDBr1yQ5gyk=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/3XXXH6VWAFKLNABL34EO572H2U.jpg,2022-08-25T15:00:00Z,"Aug 25 (Reuters) - Cboe Global Markets Inc (CBOE.Z) on Thursday said it is in discussions with several market participants, including retail brokers and market makers, about taking strategic stakes i… [+1608 chars]"
52,"{'id': 'reuters', 'name': 'Reuters'}",,State securities regulators seek more transparency in Celsius crypto bankruptcy - Reuters,"State securities regulators from Texas, Vermont and Wisconsin on Wednesday pushed for greater transparency in the bankruptcy of cryptocurrency lender Celsius Network LLC, joining the U.S. Department of Justice's call for a court-appointed examiner to ensure t…",https://www.reuters.com/legal/litigation/state-securities-regulators-seek-more-transparency-celsius-crypto-bankruptcy-2022-09-07/,https://www.reuters.com/resizer/iDrJ3KoGr6uC7nKcdYCL-H6rSxk=/728x381/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/HRTHY7YFRFPXHI2UZDISGXD33U.jpg,2022-09-07T22:25:00Z,"<ul><li>
Summary</li><li>
Companies</li><li>
Law firms</li></ul>
(Reuters) - State securities regulators from Texas, Vermont and Wisconsin on Wednesday pushed for greater transparency in the bank… [+3479 chars]"
53,"{'id': 'reuters', 'name': 'Reuters'}",,"U.S. Senate to grill SEC's Gensler over climate, China and crypto - Reuters","An aggressive regulator is critical to maintaining the United States as the ""gold standard"" for capital markets, U.S. Securities and Exchange Commission (SEC) chair Gary Gensler will tell the U.S. Senate Banking Committee on Thursday.",https://www.reuters.com/markets/us/us-senate-grill-secs-gensler-over-climate-china-crypto-2022-09-15/,https://www.reuters.com/resizer/QtJ5HCft4saiYmOPuY5JGj0jGuI=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/YQPKDIDX4RN7NINWHQ4ARP7MPU.jpg,2022-09-15T10:15:00Z,"WASHINGTON, Sept 15 (Reuters) - An aggressive regulator is critical to maintaining the United States as the ""gold standard"" for capital markets, U.S. Securities and Exchange Commission (SEC) chair Ga… [+3441 chars]"
54,"{'id': 'reuters', 'name': 'Reuters'}",,"Crypto exchange Kraken has no U.S. SEC registration plans, says incoming CEO - Reuters","Cryptocurrency exchange Kraken has no plans to delist tokens the U.S. Securities and Exchange Commission has labeled as securities, or to register with the agency as a market intermediary, said incoming chief executive officer Dave Ripley on Thursday.",https://www.reuters.com/technology/crypto-exchange-kraken-has-no-us-sec-registration-plans-says-incoming-ceo-2022-09-23/,https://www.reuters.com/resizer/NUqw2rKjOFS14JJCGKU0XjSprEY=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/XQTEXE4OIBNX3LH53IFRGTQKXQ.jpg,2022-09-23T10:13:00Z,"Sept 23 (Reuters) - Cryptocurrency exchange Kraken has no plans to delist tokens the U.S. Securities and Exchange Commission has labeled as securities, or to register with the agency as a market inte… [+2778 chars]"
55,"{'id': 'reuters', 'name': 'Reuters'}",,EXCLUSIVE U.S. sought records on Binance CEO for crypto money laundering probe - Reuters,"U.S. federal prosecutors asked Binance, the world's largest cryptocurrency exchange, to provide extensive internal records about its anti-money laundering checks, along with communications involving its chief executive and founder Changpeng Zhao, according to…",https://www.reuters.com/technology/exclusive-us-sought-records-binance-ceo-crypto-money-laundering-probe-2022-09-01/,https://www.reuters.com/resizer/Qr8-pMfjB6D8CgK24KUZ_iVS5WQ=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/UOLJ2RZLOZJ3RPIGRH2AHZTF34.jpg,2022-09-01T12:07:00Z,"LONDON, Sept 1 (Reuters) - U.S. federal prosecutors asked Binance, the world's largest cryptocurrency exchange, to provide extensive internal records about its anti-money laundering checks, along wit… [+8045 chars]"
56,"{'id': 'reuters', 'name': 'Reuters'}",,Law firms seek to oust Roche Freedman from Tether crypto case - Reuters,"Law firms seeking to lead a class-action lawsuit against stablecoin creator Tether on behalf of cryptocurrency investors have seized on secretly recorded comments by a lawyer at a competitor firm, Roche Freedman, to try to oust it from the litigation.",https://www.reuters.com/legal/transactional/law-firms-seek-oust-roche-freedman-tether-crypto-case-2022-09-06/,https://www.reuters.com/resizer/T01mfnkxj8pqZh7MYjP18Iyw_c0=/728x381/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/U32NKTQZJBN4DPWAJNJCBYNDCM.jpg,2022-09-06T20:36:00Z,"<ul><li>
Summary</li><li>
Companies</li><li>
Law firms</li><li>
Related documents</li></ul>
(Reuters) - Law firms seeking to lead a class-action lawsuit against stablecoin creator Tether on beha… [+3020 chars]"
57,"{'id': 'reuters', 'name': 'Reuters'}",,Lawyer of alleged crypto launderer urges Russia to discuss prisoner swap - letter - Reuters,The lawyer of a Russian man accused of laundering more than $4 billion through the digital currency bitcoin urged Moscow on Monday to begin negotiations with the United States to include his client in a potential prisoner swap.,https://www.reuters.com/world/europe/lawyer-alleged-crypto-launderer-urges-russia-discuss-prisoner-swap-letter-2022-09-05/,https://www.reuters.com/resizer/ibTu9Ia1Og3Fyo5MFwGwsUetBcw=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/R7M3WV7F4ZOSFGXHLJJRLKQ6MA.jpg,2022-09-05T19:17:00Z,"MOSCOW, Sept 5 (Reuters) - The lawyer of a Russian man accused of laundering more than $4 billion through the digital currency bitcoin urged Moscow on Monday to begin negotiations with the United Sta… [+2472 chars]"
58,"{'id': 'reuters', 'name': 'Reuters'}",,Crypto law firm Roche Freedman fights to stay in bitcoin case after videos surface - Reuters,A hotly contested disqualification fight at the 11th U.S. Circuit Court of Appeals should provide a good indication of just how much damage the crypto law firm Roche Freedman is facing after last month’s revelation of surreptitious video recordings of name pa…,https://www.reuters.com/legal/transactional/crypto-law-firm-roche-freedman-fights-stay-bitcoin-case-after-videos-surface-2022-09-20/,https://www.reuters.com/resizer/Y3XdCfNWUjotxtL8RqJGQ2FseLg=/728x381/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/Z2M2ZRGOCRO3BAGWH3Z34WGOEI.jpg,2022-09-20T21:33:00Z,(Reuters) - A hotly contested disqualification fight at the 11th U.S. Circuit Court of Appeals should provide a good indication of just how much damage the crypto law firm Roche Freedman is facing af… [+6936 chars]
59,"{'id': 'business-insider', 'name': 'Business Insider'}",gglover@insider.com (George Glover),Financial watchdog warns UK to be wary of dealing with Sam Bankman-Fried's crypto exchange FTX,"Sam Bankman-Fried's FTX ""is not authorized by us and is targeting people in the UK,"" the Financial Conduct Authority said.",https://markets.businessinsider.com/news/currencies/crypto-exchange-ftx-uk-financial-regulator-watchdog-sam-bankman-fried-2022-9,https://i.insider.com/63285f824f92910018839990?width=1200&format=jpeg,2022-09-19T13:34:26Z,"The UK's financial watchdog has warned Brits against dealing with Sam Bankman-Fried's crypto exchange FTX as it steps up its attempts to regulate offshore digital asset firms.
The Financial Conduct … [+1361 chars]"
60,"{'id': 'business-insider', 'name': 'Business Insider'}",bevans@insider.com (Brian Evans),Billionaire Carlyle co-founder David Rubenstein says he's invested in crypto companies and doesn't expect Congress to over-regulate the industry,"""Young people tend to have the intelligence and energy to kind of get trends started,"" Rubenstein said in an interview with CNBC.",https://markets.businessinsider.com/news/currencies/david-rubenstein-crypto-investments-bitcoin-ether-markets-news-2022-9,https://i.insider.com/6310b9383e08f700196c5608?width=1200&format=jpeg,2022-09-01T14:18:04Z,"Billionaire David Rubenstein says he's personally invested in companies doing work in the cryptocurrency sector and is optimistic that government regulation won't hit the brakes on the industry. 
Ru… [+1164 chars]"
61,"{'id': 'business-insider', 'name': 'Business Insider'}",aweinman@businessinsider.com (Aaron Weinman),"It took seven months and an audit for Crypto.com to realize its $10 million error, but a lucky Australian recipient used the cash to nab her dream home","The crypto company took seven months to realize it had accidentally wired Thevamanogari Manivel the extra money, but she had already put a portion of the cash toward a $1.35 million home.",https://www.businessinsider.com/crypto-thevamanogari-manivel-australia-error-audit-lawsuit-digital-assets-2022-9,https://i.insider.com/630fc2ba3fe7c40019e4c475?width=1200&format=jpeg,2022-08-31T23:30:00Z,"Hi. I'm Aaron Weinman. I remember one day after high school, I went to the local ""milk bar"" (Australia's version of the bodega) to withdraw $50 from the ATM. I was excited. I was off to the ""shops"" (… [+4561 chars]"
62,"{'id': 'business-insider', 'name': 'Business Insider'}",gglover@insider.com (George Glover),"Ethereum Merge has completed its long-awaited update, Buterin says","The merge moves the Ethereum blockchain to a proof-of-stake mechanism, slashing its energy usage and so making it more appealing to institutional investors.",https://markets.businessinsider.com/news/currencies/crypto-news-ethereum-finalizes-merge-upgrade-vitalik-buterin-says-bitcoin-2022-9,https://i.insider.com/615c3f521725d20018b7c5b8?width=1200&format=jpeg,2022-09-15T09:22:26Z,"The Ethereum blockchain completed its long-awaited Merge update early Thursday morning, the crypto project's cofounder Vitalik Buterin has said.
The upgrade promises to cut energy consumption for th… [+2331 chars]"
63,"{'id': 'reuters', 'name': 'Reuters'}",,Galaxy Digital sued for $100 mln for ditching landmark Bitgo deal - Reuters,"Galaxy Digital Holdings Ltd <a href=""https://www.reuters.com/companies/GLXY.TO"" target=""_blank"">(GLXY.TO)</a>, a crypto financial services firm, should pay at least $100 million in damages for walking away from its $1.2 billion takeover deal for BitGo Inc, th…",https://www.reuters.com/markets/us/galaxy-digital-sued-100-mln-ditching-landmark-bitgo-deal-2022-09-15/,https://www.reuters.com/resizer/teeHNzBsi9AMvly7f-Yg9luqB5w=/728x381/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/NR65SPJNYZIRFEOUYHVY2C3JOY.jpg,2022-09-15T21:52:00Z,"WILMINGTON, Del, Sept 15 (Reuters) - Galaxy Digital Holdings Ltd (GLXY.TO), a crypto financial services firm, should pay at least $100 million in damages for walking away from its $1.2 billion takeov… [+2006 chars]"
64,"{'id': 'business-insider', 'name': 'Business Insider'}",jsor@insider.com (Jennifer Sor),"Bankrupt crypto lender Celsius will allow withdrawals for some customers, potentially returning $210 million to users who were locked out during the summer sell-off","Separately, 64 customers petitioned to have their custodial deposits returned, arguing Celsius has the ability to do so.",https://markets.businessinsider.com/news/currencies/celsius-network-bankrupt-customers-crypto-lender-withdrawals-custodial-court-2022-9,https://i.insider.com/6310c9883e08f700196c596b?width=1200&format=jpeg,2022-09-01T15:53:07Z,"Crypto lender Celsius Network will allow withdrawals from some of its customers, potentially returning $210 million to users who were locked out of their accounts this summer.
Celsius paused custome… [+1329 chars]"
65,"{'id': 'reuters', 'name': 'Reuters'}",,Britain's financial watchdog says FTX may be operating in UK without authorisation - Reuters,Britain's Financial Conduct Authority said on Friday cryptocurrency exchange FTX may be offering financial services or products in the UK without its authorisation.,https://www.reuters.com/markets/currencies/britains-financial-watchdog-says-ftx-may-be-operating-uk-without-authorisation-2022-09-19/,https://www.reuters.com/resizer/4JFQDuw0k31yQzMlriMROLrLkb4=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/3JH5OGF7X5LPZBM5DCKEV5VZTQ.jpg,2022-09-19T09:35:00Z,"LONDON, Sept 19 (Reuters) - Britain's Financial Conduct Authority said on Friday cryptocurrency exchange FTX may be offering financial services or products in the UK without its authorisation.
FTX i… [+1071 chars]"
66,"{'id': 'reuters', 'name': 'Reuters'}",,Ethereum blockchain to undergo major upgrade to cut energy use - Reuters,"A long-awaited software upgrade to the Ethereum blockchain aimed at slashing its huge energy consumption is expected this week, a move proponents say may widen the technology's use and support the price of the ether token.",https://www.reuters.com/technology/ethereum-blockchain-undergo-major-upgrade-cut-energy-use-2022-09-12/,https://www.reuters.com/resizer/HWiyTcArEAu74f-GanyvSnztwVs=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/OYINZBIBIBOH3H346ZR47RSZAU.jpg,2022-09-12T10:39:00Z,"LONDON, Sept 12 (Reuters) - A long-awaited software upgrade to the Ethereum blockchain aimed at slashing its huge energy consumption is expected this week, a move proponents say may widen the technol… [+3142 chars]"
67,"{'id': 'business-insider', 'name': 'Business Insider'}","rhouston@businessinsider.com (Rickie Houston, CEPF)",Plynk investing review: Invest with unused gift cards and access jargon-free educational content,"Plynk offers DIY trading for new investors, while providing educational resources and letting you invest unused gift cards in stocks, ETFs, and more.",https://www.businessinsider.com/personal-finance/plynk-investing-review,https://i.insider.com/631b6402c3104e0012504b62?width=1200&format=jpeg,2022-09-13T16:42:39Z,"Insider's experts choose the best products and services to help make smart decisions with your money (heres how). In some cases, we receive a commission from our our partners, however, our opinions a… [+8370 chars]"
68,"{'id': 'business-insider', 'name': 'Business Insider'}",tmohamed@businessinsider.com (Theron Mohamed),JPMorgan CEO Jamie Dimon slammed crypto as dangerous - and called bitcoin a Ponzi scheme,"The billionaire banker argued that bitcoin and other speculative tokens don't do anything, and facilitate fraud, theft, and money laundering.",https://markets.businessinsider.com/news/currencies/jpmorgan-jamie-dimon-bitcoin-crypto-blockchain-regulation-crime-ponzi-scheme-2022-9,https://i.insider.com/60b0c30b02ac410018f934e3?width=1200&format=jpeg,2022-09-22T10:26:24Z,"Jamie Dimon has doubled down on his disdain for bitcoin and some other cryptocurrencies, arguing they serve no purpose beyond vacuuming up new buyers' money to pay out profits to their existing holde… [+2764 chars]"
69,"{'id': 'business-insider', 'name': 'Business Insider'}",ajoyner@businessinsider.com (April Joyner),SEC Chair Gary Gensler sends a message to crypto startup founders and VCs: 'This field will not take off unless you have some trust',SEC Chair Gary Gensler said at the NYC Summit that he believes most cryptocurrencies are securities and fall under his agency's scope.,https://www.businessinsider.com/sec-gary-gensler-crypto-regulation-startups-vcs-tokens-securities-2022-9,https://i.insider.com/60fae0f30729770012b98ffc?width=1200&format=jpeg,2022-09-08T16:32:04Z,"The crypto industry is not going to make it without increased regulation to build trust among investors and the general public, says Gary Gensler, the chair of the Securities and Exchange Commission.… [+1490 chars]"
70,"{'id': 'reuters', 'name': 'Reuters'}",,"Cryptoverse: After Merge, ether heads for a $20 billion Shanghai splurge - Reuters","Cryptoverse: After Merge, ether heads for a $20 billion Shanghai splurge  Reuters",https://www.reuters.com/technology/cryptoverse-after-merge-ether-heads-20-billion-shanghai-splurge-2022-09-20/,https://www.reuters.com/resizer/UIjhCUJTz8MlNe4Bl9Yi99qEna0=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/HIDVAZOKRFI2JIH7BSDAMKEB2A.jpg,2022-09-20T05:24:00Z,"Sept 20 (Reuters) - The Merge came, saw and conquered. Not that you'd guess from crypto prices.
The Ethereum blockchain's mega-upgrade finally went live on Sept. 15, moving it to a less energy-inten… [+4269 chars]"
71,"{'id': 'business-insider', 'name': 'Business Insider'}",jbort@insider.com (Julie Bort),"Over 260 of the most promising startups of 2022 in edtech, fintech, crypto, proptech and more, according to VCs","Despite the rough economic environment for tech startups, some are thriving. We asked VCs to name the most promising ones across industries.",https://www.businessinsider.com/the-most-promising-startups-of-2022-according-to-vcs-2022-9,https://i.insider.com/630fb8383e08f700196c420c?width=1200&format=jpeg,2022-09-22T20:43:49Z,"Each year, we reach out to hundreds of VCs at nearly 100 firms and ask them to tell us which early stage startups are the most promising of the year.
VCs were asked to name startups within their por… [+1474 chars]"
72,"{'id': 'reuters', 'name': 'Reuters'}",,Cryptoverse: Bleeding bitcoin's holding out for a hero - Reuters,Cryptoverse: Bleeding bitcoin's holding out for a hero  Reuters,https://www.reuters.com/markets/europe/cryptoverse-bleeding-bitcoins-holding-out-hero-2022-08-30/,https://www.reuters.com/resizer/14CC3_xOfbC5OEGUr3z7N39xNHg=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/BUOALE3VDVLURENRYFCO2JVESE.jpg,2022-08-30T05:16:00Z,"Aug 30 (Reuters) - Who can save bitcoin?
The world's biggest cryptocurrency can't seem to catch a break. It finally looked to be regaining strength this month, breaching $25,000 for the first time s… [+3695 chars]"
73,"{'id': 'business-insider', 'name': 'Business Insider'}",prosen@insider.com (Phil Rosen),Terra founder Do Kwon faces an arrest warrant in South Korea for alleged capital markets law violations,"A court in Seoul issued the warrant for Do Kwon and five others, according to a text message from the prosecutor's office cited by Bloomberg.",https://markets.businessinsider.com/news/currencies/terra-founder-do-kwon-arrest-warrant-south-korea-crypto-crash-2022-9,https://i.insider.com/62f264efcc15bf00182f8b2d?width=1200&format=jpeg,2022-09-14T13:10:23Z,"Terraform Labs founder Do Kwon is facing an arrest warrant issued by a South Korean court for alleged violations of a capital markets law, according to a Bloomberg report. 
The warrant also includes… [+1103 chars]"
74,"{'id': 'business-insider', 'name': 'Business Insider'}",prosen@insider.com (Phil Rosen),Billionaire FTX chief Sam Bankman-Fried says hawkish Fed policy and the dollar's historic climb is weighing on crypto,"At the SALT Conference in New York, the billionaire FTX chief discussed the strengthening dollar and crypto's bumpy year.",https://markets.businessinsider.com/news/currencies/ftx-sam-bankman-fried-fed-policy-dollar-hawkish-crypto-dip-2022-9,https://i.insider.com/6320b8c8e8b5000018510967?width=1200&format=jpeg,2022-09-13T17:27:06Z,"Billionaire Sam Bankman-Fried said stringent monetary policy from the Fed and soaring inflation have weighed on cryptocurrencies this year. 
""Dollars are up this year,"" Bankman-Fried said at the SAL… [+1176 chars]"
75,"{'id': 'business-insider', 'name': 'Business Insider'}",insider@insider.com (Louis DeNicola),What is cryptocurrency? Here's what to know about this increasingly popular digital currency before getting involved,"Cryptocurrencies are decentralized, digital currencies that use blockchain technology to manage transactions and keep them secure.",https://www.businessinsider.com/personal-finance/what-is-cryptocurrency,https://i.insider.com/61c08aecbc281e00184ed412?width=1200&format=jpeg,2022-09-23T21:15:06Z,"Insider's experts choose the best products and services to help make smart decisions with your money (heres how). In some cases, we receive a commission from our our partners, however, our opinions a… [+8777 chars]"
76,"{'id': 'business-insider', 'name': 'Business Insider'}",tmohamed@businessinsider.com (Theron Mohamed),"'Big Short' investor Michael Burry says the epic market crash he predicted is in full swing - and flags crypto, SPACs, and meme stocks as early victims","Burry, who repeatedly sounded the alarm on the boom in speculative assets, checked off his forecast of the bubble bursting as another correct call.",https://markets.businessinsider.com/news/stocks/big-short-michael-burry-meme-stocks-crypto-bubble-market-crash-2022-9,https://i.insider.com/6267b7d30bd64800192c32a6?width=1200&format=jpeg,2022-09-07T11:38:44Z,"Michael Burry identified a market bubble of unprecedented size and scope last summer, and warned the investors buying into the hype and speculation to brace for a historic crash.
The fund manager of… [+2311 chars]"
